Adhesive Bandage,バンソウコウ,"Your average adhesive
bandage.
Restores 20 HP to one ally.",Lunge,トツゲキ,"Medium Phys dmg to an
area of foes.",Shibuya Crossing,I am the pillager of twilight—[1B]T1%s[1B]R!,"You need my help once more?
Very well, use my power wisely."
未作成テキスト,アイテム1340,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1341,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1342,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1343,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1344,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1345,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1346,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1347,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1348,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1349,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1350,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1351,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1352,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1353,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1354,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1355,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1356,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1357,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1358,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1359,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1360,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1361,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1362,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1363,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1364,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1365,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1366,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1367,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1368,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1369,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1370,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1371,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1372,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1373,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1374,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1375,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1376,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1377,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1378,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1379,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1380,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1381,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1382,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1383,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1384,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1385,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1386,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1387,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1388,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1389,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1390,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1391,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1392,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1393,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1394,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1395,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1396,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1397,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1398,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1399,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Contract Slab,アイテム1400,"Allows you to fuse
Metatron.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Beastly Was-Sceptre,アイテム1401,"Allows you to fuse
Seth.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Collar of Hell,アイテム1402,"Allows you to fuse
Cerberus.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Giant Snow Crystal,アイテム1403,"Allows you to fuse
King Frost.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Evil Snow Crystal,アイテム1404,"Allows you to fuse
Black Frost.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Dragon Slayer Blade,アイテム1405,"Allows you to fuse
Siegfried.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Carnal King's Wheel,アイテム1406,"Allows you to fuse
Mara.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1407,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1408,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1409,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1410,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1411,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1412,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1413,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1414,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1415,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1416,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1417,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1418,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1419,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1420,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1421,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1422,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1423,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1424,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1425,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1426,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1427,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1428,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1429,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1430,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1431,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1432,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1433,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1434,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1435,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1436,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1437,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1438,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1439,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1440,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1441,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1442,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1443,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1444,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1445,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1446,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1447,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1448,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1449,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1450,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1451,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1452,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1453,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1454,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1455,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1456,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1457,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1458,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1459,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1460,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1461,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1462,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1463,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1464,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1465,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1466,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1467,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1468,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1469,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1470,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1471,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1472,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1473,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1474,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1475,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1476,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1477,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1478,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1479,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1480,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1481,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1482,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1483,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1484,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1485,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1486,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1487,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1488,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1489,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1490,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1491,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1492,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1493,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1494,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1495,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1496,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1497,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1498,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1499,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Pop Dress,アイテム1500,"A piece from the Alice
clothing line. A popular
dress desired by all.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
UN UN July Issue,アイテム1501,"A fashion magazine featuring
Alice on the cover. A symbol
of her popularity.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Macaron Cannon,アイテム1502,"Alice Hiiragi's most recent
single. It's been No. 1 on
the charts.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1503,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1504,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1505,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1506,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1507,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1508,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1509,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1510,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1511,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1512,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1513,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1514,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Prince of Nightmares,アイテム1515,"Ango Natsume's debut
novel. A fantasy that's sold
over one million copies.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Soukaisha Trophy,アイテム1516,"A rookie award that Ango
Natsume won. It's made
from expensive crystals.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Gaudy Fountain Pen,アイテム1517,"A fancy fountain pen with
an image of a dragon.
Heavily used.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Solemn Sun Orb,アイテム1518,"An orb that emits a harsh
light like the sun.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Ominous Rain Orb,アイテム1519,"An orb that emits an
ominous glow like a
rainy sky.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Infernal Red Orb,アイテム1520,"A red orb that emits an
intense light like fire.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Frigid Blue Orb,アイテム1521,"A cold blue orb that's
reminiscent of ice.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Blinding Yellow Orb,アイテム1522,"A yellow orb that
shines like lightning.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1523,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1524,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1525,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1526,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1527,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1528,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1529,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1530,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1531,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1532,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1533,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1534,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Election Poster,アイテム1535,"Mariko Hyodo's election
poster. She's smiling
amicably.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Beautiful Flower,アイテム1536,"A flower from the former
government office. A symbol
of Mariko Hyodo's ideals.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
Mayor Badge,アイテム1537,"The Sapporo mayor's badge.
Gold plated to save money.",[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1538,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1539,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1540,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1541,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1542,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1543,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1544,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1545,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
未作成テキスト,アイテム1546,未作成テキスト,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z,[1B]Z
